arm,framing,projection,n_pairs,base_mean,delta,ci_lo,ci_hi
bt_pos,real,proj_uncertainty-estimation,0,8.728193388689284,,,
bt_pos,real,proj_probe,149,-2.400574681342848,1.3887868379586494,1.171400334791049,1.6150990044810625
bt_pos,real,proj_lastprompt_backtracking,149,11.90746804691801,0.0,0.0,0.0
bt_pos,real,proj_lastprompt_uncertainty-estimation,149,9.779143071014609,0.0,0.0,0.0
bt_pos,real,proj_lastprompt_probe,149,-1.9825387825101815,0.0,0.0,0.0
bt_pos,real,proj_incontext_backtracking,149,18.83867821277388,2.842996098051135,2.410729663644061,3.2762830527836835
bt_pos,real,proj_incontext_uncertainty-estimation,149,8.56922976282619,-0.24473539454824972,-0.6854156054906396,0.1847539752921799
bt_pos,real,proj_incontext_probe,149,-2.9816579033789417,1.300871395484088,1.1144269774749176,1.4913412029243185
bt_pos,fake,proj_backtracking,0,,,,
bt_pos,fake,proj_uncertainty-estimation,0,,,,
bt_pos,fake,proj_probe,0,,,,
bt_pos,fake,proj_lastprompt_backtracking,0,,,,
bt_pos,fake,proj_lastprompt_uncertainty-estimation,0,,,,
bt_pos,fake,proj_lastprompt_probe,0,,,,
bt_pos,fake,proj_incontext_backtracking,0,,,,
bt_pos,fake,proj_incontext_uncertainty-estimation,0,,,,
bt_pos,fake,proj_incontext_probe,0,,,,
unc_neg,real,proj_backtracking,0,20.3382843644827,,,
unc_neg,real,proj_uncertainty-estimation,0,8.728193388689284,,,
unc_neg,real,proj_probe,149,-2.400574681342848,-0.5946497521144432,-0.8138429490111819,-0.3792905139143035
unc_neg,real,proj_lastprompt_backtracking,149,11.90746804691801,-4.920547037316648,-4.987747241586647,-4.8521461378807995
unc_neg,real,proj_lastprompt_uncertainty-estimation,149,9.779143071014609,0.0,0.0,0.0
unc_neg,real,proj_lastprompt_probe,149,-1.9825387825101815,-0.30826905669781984,-0.3249417641018861,-0.2928105023283286
unc_neg,real,proj_incontext_backtracking,149,18.83867821277388,-7.9556088287558335,-8.41718508733199,-7.503340113082988
unc_neg,real,proj_incontext_uncertainty-estimation,149,8.56922976282619,-1.3595539419443015,-1.8014873594245653,-0.9323105597656046
unc_neg,real,proj_incontext_probe,149,-2.9816579033789417,-0.861548197336945,-1.0458154414442913,-0.6754094815953642
unc_neg,fake,proj_backtracking,0,,,,
unc_neg,fake,proj_uncertainty-estimation,0,,,,
unc_neg,fake,proj_probe,0,,,,
unc_neg,fake,proj_lastprompt_backtracking,0,,,,
unc_neg,fake,proj_lastprompt_uncertainty-estimation,0,,,,
unc_neg,fake,proj_lastprompt_probe,0,,,,
unc_neg,fake,proj_incontext_backtracking,0,,,,
unc_neg,fake,proj_incontext_uncertainty-estimation,0,,,,
unc_neg,fake,proj_incontext_probe,0,,,,
unc_pos,real,proj_backtracking,0,20.3382843644827,,,
unc_pos,real,proj_uncertainty-estimation,0,8.728193388689284,,,
unc_pos,real,proj_probe,149,-2.400574681342848,0.5483159898911547,0.33588964632093504,0.7511562874053148
unc_pos,real,proj_lastprompt_backtracking,149,11.90746804691801,8.53036040107676,8.494564820776048,8.566002732315319
unc_pos,real,proj_lastprompt_uncertainty-estimation,149,9.779143071014609,0.0,0.0,0.0
unc_pos,real,proj_lastprompt_probe,149,-1.9825387825101815,0.23576641082763672,0.2256699971704675,0.2461205906315938
unc_pos,real,proj_incontext_backtracking,149,18.83867821277388,9.252389030968583,8.793731470236041,9.70169499592493
unc_pos,real,proj_incontext_uncertainty-estimation,149,8.56922976282619,0.20088337891853897,-0.21901730074978512,0.6041101366081494
unc_pos,real,proj_incontext_probe,149,-2.9816579033789417,0.7990258852982481,0.6114822942647933,0.977634497153129
unc_pos,fake,proj_backtracking,0,,,,
unc_pos,fake,proj_uncertainty-estimation,0,,,,
unc_pos,fake,proj_probe,0,,,,
unc_pos,fake,proj_lastprompt_backtracking,0,,,,
unc_pos,fake,proj_lastprompt_uncertainty-estimation,0,,,,
unc_pos,fake,proj_lastprompt_probe,0,,,,
unc_pos,fake,proj_incontext_backtracking,0,,,,
unc_pos,fake,proj_incontext_uncertainty-estimation,0,,,,
unc_pos,fake,proj_incontext_probe,0,,,,
